" 44035","Chapelle-sur-Erdre"," 73129"," 1"," 7801","Tai chi chuan / Chi gong","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 73129"," 1"," 4401","Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...","Oui","Oui","Non","Compétition départementale"
" 44035","Chapelle-sur-Erdre"," 73130"," 1"," 4401","Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...","Oui","Oui","Non","Entrainement"
" 44035","Chapelle-sur-Erdre"," 73130"," 1"," 701","Badminton, Jeu de volant","Oui","Oui","Non","Entrainement"
" 44035","Chapelle-sur-Erdre"," 73130"," 1"," 7801","Tai chi chuan / Chi gong","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 73131"," 1"," 1101","Basket-Ball","Oui","Oui","Non","Scolaire"
" 44035","Chapelle-sur-Erdre"," 73131"," 1"," 3701","Handball / Mini hand / Handball de plage","Oui","Oui","Non","Scolaire"
" 44035","Chapelle-sur-Erdre"," 188287"," 1"," 1201","Billard (Français (carambole),Snooker,Anglais,Américain)","Oui","Oui","Non","Entrainement"
" 44035","Chapelle-sur-Erdre"," 190395"," 1"," 6201","Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 190395"," 1"," 2204","Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 190405"," 1"," 6201","Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 190405"," 1"," 2204","Vtt (Cross Country/ Descente/ Trial/ Rallye/ Four Cross) / Vélo trial","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44035","Chapelle-sur-Erdre"," 190414"," 1"," 6201","Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
